id,sport_key,sport_title,commence_time,home_team,away_team,bookmakers,snapshot_time_pacific,snapshot_time_utc
d78a7f53cae6e1e90ac824798a731dc0,basketball_nba,NBA,2026-01-11T00:10:00Z,Indiana Pacers,Miami Heat,"[{'key': 'fanduel', 'title': 'FanDuel', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.88, 'point': -18.5}, {'name': 'Miami Heat', 'price': 1.88, 'point': 18.5}]}]}, {'key': 'mybookieag', 'title': 'MyBookie.ag', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.85, 'point': -19.5}, {'name': 'Miami Heat', 'price': 1.85, 'point': 19.5}]}]}, {'key': 'fliff', 'title': 'Fliff', 'last_update': '2026-01-11T01:51:54Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:54Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.8, 'point': -19.5}, {'name': 'Miami Heat', 'price': 1.91, 'point': 19.5}]}]}, {'key': 'draftkings', 'title': 'DraftKings', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.83, 'point': -18.5}, {'name': 'Miami Heat', 'price': 1.91, 'point': 18.5}]}]}, {'key': 'espnbet', 'title': 'theScore Bet', 'last_update': '2026-01-11T01:51:40Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:40Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.95, 'point': -21.5}, {'name': 'Miami Heat', 'price': 1.8, 'point': 21.5}]}]}, {'key': 'hardrockbet', 'title': 'Hard Rock Bet', 'last_update': '2026-01-11T01:51:16Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:16Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.91, 'point': -19.5}, {'name': 'Miami Heat', 'price': 1.83, 'point': 19.5}]}]}, {'key': 'betrivers', 'title': 'BetRivers', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.85, 'point': -20.5}, {'name': 'Miami Heat', 'price': 1.85, 'point': 20.5}]}]}, {'key': 'betparx', 'title': 'betPARX', 'last_update': '2026-01-11T01:51:27Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:27Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.81, 'point': -20.5}, {'name': 'Miami Heat', 'price': 1.93, 'point': 20.5}]}]}, {'key': 'ballybet', 'title': 'Bally Bet', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.85, 'point': -20.5}, {'name': 'Miami Heat', 'price': 1.83, 'point': 20.5}]}]}, {'key': 'betmgm', 'title': 'BetMGM', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Indiana Pacers', 'price': 1.85, 'point': -18.5}, {'name': 'Miami Heat', 'price': 1.91, 'point': 18.5}]}]}]",2026-01-10T17:51:57.388649-08:00,2026-01-11T01:51:57Z
dcf995525932e342bb6e393a4a14d3bc,basketball_nba,NBA,2026-01-11T00:41:00Z,Detroit Pistons,Los Angeles Clippers,"[{'key': 'fanduel', 'title': 'FanDuel', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 2.0, 'point': -10.5}, {'name': 'Los Angeles Clippers', 'price': 1.76, 'point': 10.5}]}]}, {'key': 'mybookieag', 'title': 'MyBookie.ag', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.9, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.9, 'point': 9.5}]}]}, {'key': 'fliff', 'title': 'Fliff', 'last_update': '2026-01-11T01:51:54Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:54Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.91, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.83, 'point': 9.5}]}]}, {'key': 'draftkings', 'title': 'DraftKings', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.83, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.91, 'point': 9.5}]}]}, {'key': 'espnbet', 'title': 'theScore Bet', 'last_update': '2026-01-11T01:51:40Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:40Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.83, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.91, 'point': 9.5}]}]}, {'key': 'betrivers', 'title': 'BetRivers', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.87, 'point': -9.0}, {'name': 'Los Angeles Clippers', 'price': 1.85, 'point': 9.0}]}]}, {'key': 'ballybet', 'title': 'Bally Bet', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.85, 'point': -9.0}, {'name': 'Los Angeles Clippers', 'price': 1.83, 'point': 9.0}]}]}, {'key': 'betparx', 'title': 'betPARX', 'last_update': '2026-01-11T01:51:27Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:27Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.87, 'point': -9.0}, {'name': 'Los Angeles Clippers', 'price': 1.87, 'point': 9.0}]}]}, {'key': 'hardrockbet', 'title': 'Hard Rock Bet', 'last_update': '2026-01-11T01:51:16Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:16Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.87, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.87, 'point': 9.5}]}]}, {'key': 'betmgm', 'title': 'BetMGM', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Detroit Pistons', 'price': 1.87, 'point': -9.5}, {'name': 'Los Angeles Clippers', 'price': 1.87, 'point': 9.5}]}]}]",2026-01-10T17:51:57.388649-08:00,2026-01-11T01:51:57Z
740d5ef3c31a3948f4a431b936f33533,basketball_nba,NBA,2026-01-11T01:11:00Z,Boston Celtics,San Antonio Spurs,"[{'key': 'fanduel', 'title': 'FanDuel', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.85, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.89, 'point': 2.5}]}]}, {'key': 'mybookieag', 'title': 'MyBookie.ag', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.7, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 2.1, 'point': 2.5}]}]}, {'key': 'fliff', 'title': 'Fliff', 'last_update': '2026-01-11T01:51:54Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:54Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.91, 'point': -3.5}, {'name': 'San Antonio Spurs', 'price': 1.83, 'point': 3.5}]}]}, {'key': 'hardrockbet', 'title': 'Hard Rock Bet', 'last_update': '2026-01-11T01:51:16Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:16Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.91, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.83, 'point': 2.5}]}]}, {'key': 'draftkings', 'title': 'DraftKings', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.83, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.91, 'point': 2.5}]}]}, {'key': 'espnbet', 'title': 'theScore Bet', 'last_update': '2026-01-11T01:51:40Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:40Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.91, 'point': -3.5}, {'name': 'San Antonio Spurs', 'price': 1.83, 'point': 3.5}]}]}, {'key': 'betparx', 'title': 'betPARX', 'last_update': '2026-01-11T01:51:27Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:27Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.88, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.85, 'point': 2.5}]}]}, {'key': 'ballybet', 'title': 'Bally Bet', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.85, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.83, 'point': 2.5}]}]}, {'key': 'betrivers', 'title': 'BetRivers', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.88, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.83, 'point': 2.5}]}]}, {'key': 'betmgm', 'title': 'BetMGM', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Boston Celtics', 'price': 1.85, 'point': -2.5}, {'name': 'San Antonio Spurs', 'price': 1.91, 'point': 2.5}]}]}]",2026-01-10T17:51:57.388649-08:00,2026-01-11T01:51:57Z
abe4989954febfba84fb2bdcdd545df7,basketball_nba,NBA,2026-01-11T01:11:00Z,Chicago Bulls,Dallas Mavericks,"[{'key': 'fanduel', 'title': 'FanDuel', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.91, 'point': -13.5}, {'name': 'Dallas Mavericks', 'price': 1.83, 'point': 13.5}]}]}, {'key': 'mybookieag', 'title': 'MyBookie.ag', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.85, 'point': -10.5}, {'name': 'Dallas Mavericks', 'price': 1.95, 'point': 10.5}]}]}, {'key': 'fliff', 'title': 'Fliff', 'last_update': '2026-01-11T01:51:54Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:54Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.83, 'point': -13.5}, {'name': 'Dallas Mavericks', 'price': 1.91, 'point': 13.5}]}]}, {'key': 'hardrockbet', 'title': 'Hard Rock Bet', 'last_update': '2026-01-11T01:51:16Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:16Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.83, 'point': -12.5}, {'name': 'Dallas Mavericks', 'price': 1.91, 'point': 12.5}]}]}, {'key': 'draftkings', 'title': 'DraftKings', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.87, 'point': -11.5}, {'name': 'Dallas Mavericks', 'price': 1.87, 'point': 11.5}]}]}, {'key': 'espnbet', 'title': 'theScore Bet', 'last_update': '2026-01-11T01:51:40Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:40Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.87, 'point': -14.5}, {'name': 'Dallas Mavericks', 'price': 1.87, 'point': 14.5}]}]}, {'key': 'betparx', 'title': 'betPARX', 'last_update': '2026-01-11T01:51:27Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:27Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.85, 'point': -15.0}, {'name': 'Dallas Mavericks', 'price': 1.88, 'point': 15.0}]}]}, {'key': 'ballybet', 'title': 'Bally Bet', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.82, 'point': -15.0}, {'name': 'Dallas Mavericks', 'price': 1.85, 'point': 15.0}]}]}, {'key': 'betrivers', 'title': 'BetRivers', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.83, 'point': -15.0}, {'name': 'Dallas Mavericks', 'price': 1.88, 'point': 15.0}]}]}, {'key': 'betmgm', 'title': 'BetMGM', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Chicago Bulls', 'price': 1.91, 'point': -14.5}, {'name': 'Dallas Mavericks', 'price': 1.85, 'point': 14.5}]}]}]",2026-01-10T17:51:57.388649-08:00,2026-01-11T01:51:57Z
01a2040061104221c5e77ce703c4fe5f,basketball_nba,NBA,2026-01-11T02:40:00Z,Utah Jazz,Charlotte Hornets,"[{'key': 'fanduel', 'title': 'FanDuel', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.88, 'point': -5.0}, {'name': 'Utah Jazz', 'price': 1.94, 'point': 5.0}]}]}, {'key': 'mybookieag', 'title': 'MyBookie.ag', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.0}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.0}]}]}, {'key': 'betonlineag', 'title': 'BetOnline.ag', 'last_update': '2026-01-11T01:51:55Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:55Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'lowvig', 'title': 'LowVig.ag', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.94, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.94, 'point': 5.5}]}]}, {'key': 'fliff', 'title': 'Fliff', 'last_update': '2026-01-11T01:51:54Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:54Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'betus', 'title': 'BetUS', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'hardrockbet', 'title': 'Hard Rock Bet', 'last_update': '2026-01-11T01:51:16Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:16Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.87, 'point': -5.0}, {'name': 'Utah Jazz', 'price': 1.95, 'point': 5.0}]}]}, {'key': 'draftkings', 'title': 'DraftKings', 'last_update': '2026-01-11T01:51:15Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:15Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.93, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.89, 'point': 5.5}]}]}, {'key': 'espnbet', 'title': 'theScore Bet', 'last_update': '2026-01-11T01:51:40Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:40Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'ballybet', 'title': 'Bally Bet', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'betparx', 'title': 'betPARX', 'last_update': '2026-01-11T01:51:27Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:27Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'betrivers', 'title': 'BetRivers', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.88, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.88, 'point': 5.5}]}]}, {'key': 'bovada', 'title': 'Bovada', 'last_update': '2026-01-11T01:51:53Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:53Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.87, 'point': -5.0}, {'name': 'Utah Jazz', 'price': 1.95, 'point': 5.0}]}]}, {'key': 'betmgm', 'title': 'BetMGM', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}, {'key': 'betanysports', 'title': 'BetAnything', 'last_update': '2026-01-11T01:51:52Z', 'markets': [{'key': 'spreads', 'last_update': '2026-01-11T01:51:52Z', 'outcomes': [{'name': 'Charlotte Hornets', 'price': 1.91, 'point': -5.5}, {'name': 'Utah Jazz', 'price': 1.91, 'point': 5.5}]}]}]",2026-01-10T17:51:57.388649-08:00,2026-01-11T01:51:57Z
