timestamp,previous_timestamp,next_timestamp,data,snapshot_time_pacific,snapshot_time_utc
2025-07-04T14:35:38Z,2025-07-04T14:30:37Z,2025-08-09T03:20:38Z,[],2025-08-01T09:00:00-07:00,2025-08-01T16:00:00Z
